,Area Name,Employment(1),Employment percent relative standard error(3),Hourly mean wage,Annual mean wage(2),Wage percent relative standard error(3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage(2),Annual 25th percentile wage(2),Annual median wage(2),Annual 75th percentile wage(2),Annual 90th percentile wage(2),"Employment per 1,000 jobs",Location Quotient,city,state_id,RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,city_ascii,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
33,"Bismarck, ND(0013900)",410,9,39.49,82150,5.8,18.99,26.34,36.54,46.89,63.75,39500,54790,76010,97530,132610,5.757,0.55,Bismarck,ND,394390.0,324.0,"Bismarck, ND",msa,ND,,,,,,,,,,,,,,,,,,,,,,,827.0762218637749,806.1031211465089,787.951283385159,788.0468597101732,807.7052301742032,817.5070339342342,812.7975563363456,797.5230817479355,807.0932039512215,811.5697060744438,815.4254997037281,816.4008358123174,812.9824592555028,820.6597471641422,812.1787022927292,822.8649572672516,818.2977222388683,821.8398199731677,813.0592761742936,822.3708461684579,836.4349962071216,859.957953584601,870.7899348198408,858.635361151551,842.3655635673463,831.8078068509262,832.4666087211419,833.8115437850429,838.9768446402326,840.2800977323574,853.3885715913434,859.1619158781414,866.0524933518519,861.5707562240435,863.4076267509892,857.2211680632197,861.9543699833785,861.5629171517312,865.9449402744714,855.774127467427,853.5596127121812,856.2439943703305,871.4676910545894,871.0621642395821,878.631374412864,879.7998608561721,894.1931965527286,897.20981578987,897.4258537382627,896.9571971562768,893.9332230545133,895.6733963781161,900.4628555115545,901.6820027457826,910.5180068646296,902.1071313421772,906.7709384253216,911.6001872106892,927.9138644884744,937.8418846241246,940.866768434682,944.9312083086156,934.6004842658944,919.8050423538548,894.9584144685183,901.279526650095,918.8581887312188,941.198096782814,950.195935486218,938.6406938431824,947.1399245392842,968.1258142031232,986.0993396198168,1006.8737999043956,1000.4860768861236,994.8043011316472,993.0396028309224,999.538232508161,1018.5054425137834,1016.745791452887,1033.970016890069,1045.4399969381254,1045.4965034965037,Bismarck,North Dakota,38015,Burleigh,46.8143,-100.7694,89825,817.5,shape,False,True,America/Chicago,2,58505 58504 58501 58503 58507,1840001926
34,"Blacksburg-Christiansburg-Radford, VA(0013980)",440,7.5,49.8,103580,2.1,30.16,37.99,47.73,63.23,76.32,62740,79010,99280,131520,158740,6.157,0.59,Blacksburg,VA,394392.0,265.0,"Blacksburg, VA",msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.8962497442033,1122.042300081411,1145.9110474507115,1151.2509331826657,1134.306624412039,1140.1661864592888,1126.809118637343,1141.9632313904997,1120.7731612802977,1142.6908365738116,1163.561464372649,1203.951117134145,1214.3280140599538,1207.907122949189,1172.0215642911785,1188.8925128521807,1166.03976552497,1196.5617600471203,1199.534436589773,1236.8759782293534,1256.5352394322686,1264.2213768653626,1269.6396036551234,1270.3484811929677,1264.0956591058757,1276.0255653875065,1283.6442298876727,1302.105923230651,1318.1935457135814,1320.3952124629795,1325.1928307080143,1317.2933547863863,1298.9014232154618,1298.5528257028814,1305.4169416876782,1330.2986631448175,1322.027179717956,1355.4162780349732,1363.9447664775896,1379.5899757117604,1354.170801634867,1357.8189542971652,1374.7940342066493,1379.9968704980345,1378.2465346414351,1407.2538010277626,1431.3114628698572,1451.1280162763017,1435.414493000769,1433.981649606434,1452.6058676279408,1481.9069383948029,1489.2455968695,1494.78521891423,1467.1886940609702,1492.1265727308407,1509.3481822633698,1526.1418936427258,1536.371918107029,1541.323958440492,1560.499582603094,1582.7108323907396,1609.499276148431,1632.3461332166223,1617.0082911553693,1614.722915503593,1625.2942156404836,1630.5555315964664,1635.345532423942,1663.300893555301,1690.0043358732337,1682.0651216329052,1669.464947089947,Blacksburg,Virginia,51121,Montgomery,37.23,-80.4279,94398,868.4,shape,False,True,America/New_York,3,24061 24060 24062 24063 24111,1840006446
35,"Bloomington, IN(0014020)",250,10.6,47.88,99600,1.6,29.69,37.34,49.15,61.68,65.26,61740,77670,102230,128290,135750,3.434,0.33,Bloomington,IN,394393.0,270.0,"Bloomington, IN",msa,IN,,,,,,,,,,,,,,,,,1104.651183771323,1115.5435266325003,1116.9636472691004,1113.733540049104,1125.3727721822188,1141.104809541147,1155.8828916600962,1161.808709802831,1158.7501262156588,1151.5124330029437,1140.2545633400955,1135.0530984209568,1148.2126329397024,1144.4222438355566,1155.2686197309845,1142.1640912000382,1164.4179588690324,1172.8402323282132,1193.4823229977894,1188.0459743212282,1190.412266116683,1186.41772253282,1185.3364729249276,1186.691289996233,1190.893290289571,1206.1404847984031,1204.7466903042734,1203.665277285486,1212.4484920214288,1226.4014882079234,1243.4462368404468,1242.9199088859557,1247.9576521755607,1256.204097989389,1264.9979721151535,1263.245024182548,1267.8351112040546,1269.3165242865982,1275.69542804425,1271.6134878781274,1279.1728753499922,1286.5466081384004,1293.542665584632,1289.9545520878194,1295.1960282826458,1298.430852390166,1302.989900418279,1301.1227768039475,1306.406551830453,1307.8692500363804,1316.4850486202806,1321.1364390243389,1340.8434409936724,1346.677961636591,1351.6646261961605,1349.4767916553524,1362.6785889812966,1364.0157467244878,1372.1539537924334,1371.7472360040942,1383.1589055623376,1389.049826253937,1393.8386138423805,1423.6765983056391,1452.3412160607463,1476.3612565236645,1474.6653268917337,1463.0304658979878,1464.2976686250988,1478.5403115346423,1517.0105484002838,1546.9777647802337,1564.0806483200784,1567.3210036314315,1597.3520103205776,1630.5061177069208,1637.433142110159,1621.1427904941072,1601.0010501304928,1602.6671215992037,1595.2424561977466,1592.5815976286365,1595.8103691472506,1614.0751761174674,1625.3597398605948,1629.900745057682,1635.861138729995,1645.718490017959,1659.642703533026,Bloomington,Indiana,18105,Monroe,39.1637,-86.5257,106327,1406.4,shape,False,True,America/Indiana/Indianapolis,2,47408 47406 47401 47403 47404 47405 47407,1840007376
36,"Bloomsburg-Berwick, PA(0014100)",130,5.7,51.16,106400,1.7,32.09,43.31,50.94,59.09,67.17,66740,90080,105940,122910,139710,3.177,0.31,Bloomsburg,PA,394395.0,439.0,"Bloomsburg, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.2535503265584,927.5783787044476,920.781848478488,913.2895553107984,904.4907732661094,924.9637515458296,923.1153265856644,933.330077718156,948.5594162555676,950.2781895647752,954.1078964832382,955.7323172239264,976.5216904136482,989.87672782862,994.9311005653328,995.3351761799016,990.8196994110724,993.070543390694,985.280252136965,1003.9455595695111,1025.6707498974508,1058.9010229377463,1060.137045458035,1064.401126656438,1083.348622675603,1094.6565142706072,1099.2917718028025,1080.1811188268991,1079.8779088222966,1060.2605603525303,1061.394068376921,1060.247584052109,1080.4244480790842,1103.1521571373696,1103.608840679996,1093.611111111111,Bloomsburg,Pennsylvania,42037,Columbia,41.0027,-76.4561,12850,1235.8,shape,False,True,America/New_York,3,17815,1840000811
37,"Boston-Cambridge-Nashua, MA-NH(0071650)",55590,2.5,65.16,135530,0.9,39.91,50.23,64.2,80.42,86.78,83020,104480,133540,167270,180490,20.56,1.98,Boston,MA,394404.0,10.0,"Boston, MA",msa,MA,1990.209534302404,2013.2599675672684,2038.3107807660133,2056.2584564681706,2072.163052584909,2086.748720908477,2088.7446487961324,2085.4199659025894,2072.132274989337,2060.894018812175,2056.20678378225,2060.198386838885,2078.396771684773,2106.655552119851,2126.111375627549,2142.415157174245,2151.1202597684487,2165.23719433593,2168.897245871847,2167.2871950448807,2155.2208009283017,2136.290842359216,2117.495756497943,2115.0342246104005,2146.225695002898,2183.7370741625477,2215.146048493823,2225.769126500876,2232.6245952244485,2239.2073394233144,2241.127636818697,2233.328590665989,2218.9020610361104,2196.754084526705,2194.552026793154,2208.0735737963646,2237.667264815649,2261.3295153115387,2280.964864268551,2295.4553241685167,2309.9911092209327,2316.981160716735,2319.151198559386,2308.1048295125856,2290.751561297956,2276.894727642888,2270.899971045079,2283.1719870276165,2303.5681807412657,2329.848090236951,2350.123747905673,2364.619587383821,2379.046467268301,2390.5136316281755,2397.854317940828,2390.5689721705453,2376.815939072045,2358.565595110092,2352.438434983296,2361.504754189503,2384.798429831433,2412.357282339811,2432.5373030617507,2430.458253309582,2419.371908708212,2401.3684597199003,2380.5832595278325,,,2242.344025961516,2219.157533535491,2217.5070829782258,2238.1261725709173,2267.241665148259,2299.429724656202,2330.464141270182,2364.8213172238484,2403.6468037112527,2436.4455616093123,2457.492364794905,2475.607600317828,2490.6623461857057,2509.525153418356,2520.145837277417,2533.278045371584,2539.555000892685,2561.8987797527325,2593.846896156901,2639.3508164094665,2677.396803339349,2708.01618707708,2727.4472623325964,2746.501804273269,2744.389483437195,2743.1567210816597,2733.516339335404,2738.0339678420214,2751.1612588205435,2776.270366658357,2808.70350167759,2837.477781180504,2863.1752013747364,2880.721196283464,2885.96681502129,2889.0214530848093,Boston,Massachusetts,25025,Suffolk,42.3188,-71.0852,4208580,5505.8,shape,False,True,America/New_York,1,02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02133 02132 02131 02130 02203 02205 02163 02108 02109 02112 02117 02123 02137 02196 02201 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,1840000455
38,"Boulder, CO(0014500)",6590,6.2,81.61,169750,1.7,40.98,51.15,65.39,86.64,,85240,106390,136010,180210,,34.338,3.31,Boulder,CO,394405.0,156.0,"Boulder, CO",msa,CO,1464.8294478488804,1488.8982341574017,1494.4617245845525,1508.0146591476066,1519.066866564497,1543.065415684173,1563.2311791260386,1584.5863096636283,1583.9012975469134,1579.030018603667,1565.2216215868148,1563.7450423143243,1578.4391302960769,1588.9444824273255,1617.1509765257952,1617.928198537781,1627.8230017602134,1614.5970405390303,1616.6924613877793,1606.2952183205307,1617.9057987477054,1594.4170929363042,1598.532795629188,1585.624938437633,1616.4247375621858,1631.874209081096,1656.058736593718,1667.3375484514,1675.4773682335249,1684.559202595119,1689.432232785196,1692.5648047858338,1683.663662965993,1676.904729059288,1674.1141123321067,1693.8941987913056,1701.224690661386,1715.3394688281949,1715.1024568240937,1730.9602087025082,1741.5077268209689,1754.464043641003,1766.9191547756773,1772.4364007127454,1765.3613657707951,1759.915924969833,1756.075179285626,1761.4052135345385,1772.1333107289408,1783.9263967159586,1794.2005361330614,1803.7402904644764,1815.8393140857825,1819.8428655130265,1822.471941379621,1817.7607420698928,1817.9839745568672,1814.198157465445,1823.1106702955385,1831.573445975056,1836.237011830929,1841.178537775697,1847.939824354252,1842.801872730058,1835.7181833319464,1837.757562948632,1854.70222671314,1858.7602337691137,1857.9670885879195,1857.4713570594888,1859.395170619855,1858.6649262603737,1869.0638907017387,1878.452969635885,1900.5727536288132,1921.5719936911307,1955.3174452462504,1998.6489747217595,2027.529146945632,2051.1780717929964,2048.982059216967,2055.3894605345886,2055.6143231036967,2062.800134499721,2074.1499481229444,2101.675184586791,2135.8664963061983,2163.2950268245377,2158.450188499804,2167.574133591356,2170.8129662790875,2194.8411622734925,2201.716384014848,2211.9600598669467,2215.3662412539725,2207.570142469772,2211.4445324605417,2218.4749527084537,2233.226728795168,2242.720403833011,2262.8126772250434,2278.6939752024286,2299.393739966875,2302.433372888596,2303.242349199668,Boulder,Colorado,8013,Boulder,40.0248,-105.2524,120818,1594.5,shape,False,True,America/Denver,2,80310 80304 80305 80302 80303 80301 80309 80314,1840018774
39,"Bowling Green, KY(0014540)",80,27.8,46.83,97400,4.4,30.36,37.83,40.06,59.85,61.37,63160,78680,83320,124480,127650,1.062,0.1,Bowling Green,KY,394406.0,248.0,"Bowling Green, KY",msa,KY,,,,,,,,,,,,,,,,,,,,,,,,,,912.9360555591212,916.7276699421798,904.3264734539044,897.1447096910003,897.7571175609212,927.3716601083162,,955.9621921264792,937.0584202275392,929.1850811220172,927.9603710790848,931.7900944893696,931.7388889056456,921.803246345248,925.41852111849,927.3517461515256,941.8910796174364,936.5463656580272,937.618065140082,932.9949193775888,934.8820520411088,933.8580112542144,943.7476027864526,944.2209095111168,947.918405540094,946.1041091820404,949.6434608103432,954.043154777964,960.1703986035624,967.4502175246818,966.3491095254668,951.7347631070628,949.2674279021568,953.3740623831604,964.1295551711864,965.1989727308362,966.1132649646906,970.6247394783773,978.6678524901693,985.7451057811204,995.34179839488,996.904290170309,1000.0793496254556,998.8594330154274,997.9254466020788,998.6730213805536,996.0273551495123,994.14573785653,996.09165361519,1009.9251673393547,1025.4287559426973,1040.3856560085944,1062.4677589619505,1081.2694332401804,1090.6257227243486,1094.6645011773237,1095.1366070909662,1107.5025700866786,1122.9904511148131,1138.8671216409236,1151.9725742221729,1165.3365643073537,1197.3982400737148,1202.233743364896,1209.6994591516543,1194.352036987637,1206.3552119716562,1199.9166535227016,1207.4285152203154,1204.5659942966108,1206.5544411664005,1214.7868909328326,1202.898889309086,1203.458361356068,1206.6092435327666,1229.8083495599635,1261.8545545507282,1273.496916317699,1289.9358231620631,1272.224442224442,Bowling Green,Kentucky,21227,Warren,36.9716,-86.4378,98537,684.7,shape,False,True,America/Chicago,3,42104 42103 42101 42102,1840013265
40,"Bremerton-Silverdale, WA(0014740)",540,18.6,63.91,132930,3.4,35.9,49.45,71.03,75.41,86.55,74670,102860,147740,156840,180010,5.974,0.58,Bremerton,WA,394412.0,181.0,"Bremerton, WA",msa,WA,1046.7935018822004,1058.5614675045915,1076.973845505468,1087.3219779109556,1089.6770538990395,1094.9907121104816,1104.077081988851,1120.3580302565629,1120.6333608944608,1124.4090476251674,1118.646883162187,1119.569287966729,1119.155121059708,1116.0748522363558,1141.9999181511394,1162.5329533297795,1201.4742809214547,1208.4201873163174,1227.811642359587,1231.604454052721,1233.0362841553915,1236.5830399538193,1231.8439349881528,1244.445681576635,1237.5559638460013,1253.009657010682,1249.3612141423234,1266.3249298092444,1282.186432537005,1306.6449573844911,1315.0629384336094,1321.1278491733794,1320.6431467010605,1321.4220939575375,1318.4851663861357,1315.9401527597738,1331.032762808571,1339.4064604945668,1358.003840233216,1368.924585766004,1393.62066287189,1410.6704700627706,1409.3553139055584,1400.610423125319,1395.1968029385391,1402.8818124731697,1403.4894801630346,1407.6202230092151,1417.4593530161526,1439.3743434011087,1457.9673845279258,1472.5669670760462,1486.0263869608352,1507.4922193285415,1519.927669452914,1519.262429589527,1507.0559644016355,1500.532389094812,1502.0797442921212,1499.8811114298987,1509.971452254226,1521.8597856214706,1542.0901914281942,1540.5848020415674,1531.4620681440374,1529.3463609850678,1544.3594652658396,1567.0779893782717,1576.1723540442256,1572.704048275365,1577.8406862969755,1581.9740890581377,1595.0956800412514,1610.8781852944996,1639.534272679994,1678.5702345709192,1727.1374790158668,1780.2694093262191,1832.4564359702565,1871.820866813743,1889.558739994947,1891.2250265964165,1880.7248796494555,1878.719972649379,1878.0015392603293,1875.7347099685385,1886.5271595932888,1894.314127790801,1921.1020947486068,1945.9489693798907,1977.977690238656,1985.26529740936,1968.9882577701055,1933.502095529265,1907.1311353337503,1877.1018387696,1882.542628529053,1876.616189217538,1884.6195466387733,1869.2441473389324,1888.966403784858,1920.6521951688817,1952.683694279659,1957.0700368935816,1957.0928401663696,Bremerton,Washington,53035,Kitsap,47.5436,-122.7121,219538,560.3,shape,False,True,America/Los_Angeles,2,98312 98314 98310 98337,1840018410
41,"Bridgeport-Stamford-Norwalk, CT(0071950)",4450,6.2,62.8,130610,1.8,38.49,49.75,62.26,78.31,94.84,80070,103470,129490,162880,197270,11.312,1.09,Bridgeport,CT,394415.0,60.0,"Bridgeport, CT",msa,CT,1806.6997410414697,1815.8816149392103,1836.0971760220189,1840.1986106188797,1850.6488654930213,1853.08106928712,1879.9411093002711,1883.3907076793253,1882.30976590518,1861.270824577927,1862.4679758643367,1864.9687465249085,1880.0196825245732,1872.8458210009665,1878.38391122186,1887.5712364709327,1899.0879790998647,1914.6766371719264,1913.4881567582397,1913.323618336226,1891.7726348715355,1893.802532922564,1856.3731308334277,1862.5105840562856,1859.2929594715447,1909.5162774111843,1926.9546866710243,1946.95002975134,1969.2032885307656,1979.74772167599,1981.1876774561988,1967.6808718487969,1952.3300287095497,1941.096008917211,1930.303402181796,1943.7593731062789,1951.8237100670824,1982.467950199908,1989.219065052442,2004.9915755317736,2012.0543489637964,2030.2023066427043,2038.178836367099,2033.5818054201231,2027.208991887583,2015.8537639349547,2020.064018053388,2029.8793701703755,2047.04193186002,2052.8472970285998,2056.996728988821,2067.495715539545,2078.4844789854005,2090.9397311210378,2097.909510429304,2096.4348497414458,2102.419663833875,2098.4745365088584,2091.202603424548,2084.2397506197144,2093.4527020749315,2117.571632903884,2131.330150071383,2152.4792814001776,2167.534451199887,2187.892266183408,2194.0985590366377,2204.7842023066823,2210.965691764358,2227.384282650138,2239.67953392628,2233.626211597329,2233.430580248014,2232.676680197228,2271.4646406486013,2309.6820190217777,2367.158744765542,2403.356845836213,2440.448164752219,2447.4297555450694,2457.5050517555114,2439.9795705795686,2446.806325751993,2448.422488453383,2467.5817930210837,2482.5456331857863,2524.6231443582774,2575.267480842512,2633.5293157216342,2674.960160415076,2695.64401210484,2694.3193020574195,2682.017036312548,2675.550814047731,2656.644432686416,2641.2519406403176,2648.056014992083,2663.471282327815,2693.65510291118,2705.5476336737984,2733.35558525906,2764.7185147079463,2777.9962072481885,2797.157944603638,2787.617030369158,Bridgeport,Connecticut,9001,Fairfield,41.1918,-73.1954,975078,3485.4,shape,False,True,America/New_York,2,06605 06604 06607 06606 06608 06610 06601 06602,1840004836
42,"Brownsville-Harlingen, TX(0015180)",260,8,49.26,102460,1.8,28.48,39.21,50.63,58.54,62.94,59240,81560,105320,121770,130900,1.737,0.17,Brownsville,TX,394421.0,130.0,"Brownsville, TX",msa,TX,,,,,,,,,,,,,,,,,,,,878.2321099821381,885.3964746153052,890.3796185381698,882.6639298471677,866.4042000631827,855.377371977513,869.1702396654056,882.63318348574,879.1992163997926,885.1714322312913,878.0200915119817,889.4551591307628,888.932078254333,904.5018198677463,906.6891923564004,904.0826178847444,897.5330697686247,899.9219526728751,910.3123929913576,916.9542821994072,910.6864165366376,901.7089999608456,902.7028488579411,913.0570014496678,918.5871870436728,918.072508019627,910.0753655667944,909.7087987306716,904.9112592084216,914.5097061764882,920.7435665378574,932.4649118261124,933.4598309885112,939.82420840993,939.775684012008,944.0555906132774,938.4444295073192,946.44656266376,946.402567483308,950.0982035490288,940.9982074995886,944.4533183866354,948.2359269713892,960.796988421285,958.978157829898,956.6099104525508,964.0343530723198,976.0515756919864,995.157955767045,990.265375556851,998.0492071365704,998.0420461786596,1007.9818834536223,1004.4438045895832,1013.1300254397498,1016.7674463286947,1025.6759982922526,1028.3019881054377,1053.415039012123,1075.0944838966489,1090.0302399570917,1082.935091203753,1091.0034854690482,1104.5144734243536,1112.5931197191992,1122.8415261439782,1120.8012049811769,1131.4969527938686,1139.1293761091254,1148.7579255386363,1168.5595910181848,1163.547136669697,1175.49319159246,1180.5281687501702,1199.9817144600286,1215.71272952148,1226.7873033778951,1241.8591655730984,1248.954972309422,1243.087510038649,1245.4029039560166,1231.933305923235,1236.845953272933,1241.1135854467896,1265.6709841794966,1276.0317460317458,Brownsville,Texas,48061,Cameron,25.9975,-97.458,235735,534.4,shape,False,True,America/Matamoros,2,78521 78520 78526 78575 78578 78566 78522,1840019743
43,"Brunswick, GA(0015260)",30,21.1,54.27,112870,7.4,27.14,45.43,51.24,61.45,71.44,56460,94500,106580,127820,148590,0.747,0.07,Brunswick,GA,394423.0,360.0,"Brunswick, GA",msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.4517514800227,1715.211572592753,1721.0885261503036,1750.511794096061,1765.144979355991,1786.5213925660687,1820.3619028183607,1865.599182752688,1864.244034261461,1856.596818233654,1882.4510493400608,1915.2579188858083,1917.0129397056223,1914.7254917502848,1932.6335323950757,1971.3605378778807,1946.6273196250104,1917.322848608454,1912.7537463369251,1940.29443729807,1951.586345040844,1974.276353276353,Brunswick,Georgia,13127,Glynn,31.1449,-81.4746,14774,368.2,shape,False,True,America/New_York,3,31520 31521,1840013875
44,"Buffalo-Cheektowaga-Niagara Falls, NY(0015380)",2810,2.6,52.56,109320,1.3,30.24,39.18,51.14,63.42,77.97,62910,81500,106360,131920,162180,5.451,0.53,Buffalo,NY,394425.0,50.0,"Buffalo, NY",msa,NY,795.4244810027219,809.0938222977718,823.837226354415,833.1741630426111,844.7316192667479,852.5579989106011,851.596626728124,851.286858913197,850.5699422451263,848.5907300672653,844.1933345586759,842.6438502327845,845.603336032427,844.4521457061296,843.4779637675963,856.0466272284456,869.2895572202538,880.1101876430954,872.9662281137865,871.7150869054433,867.6393127330849,865.2159345677762,859.435584934786,864.117539920172,874.5809534215874,885.8921313038137,887.7181626229626,889.815600972421,895.4477397750678,911.0175993749638,916.1982003132408,915.9512400813724,905.9757963793172,909.258929267081,906.6873099070502,912.7447140102696,913.8497666433192,921.5868083422708,925.8802454096864,931.307632201598,936.9709079896596,942.7606391651238,945.8309112180584,946.0913489072936,940.161202310756,937.2159925111872,938.4863508188236,943.3847275921388,950.5032182793346,951.3602739030516,961.8146882014756,967.8371226203944,980.84834165845,977.5000032629456,981.51687275539,979.4900616495914,983.5272578568564,984.3806103070189,979.5834616302036,983.3834653017248,984.8335011198276,1000.1385541551184,1006.1739668648428,1016.7888304242216,1017.205219904779,1024.347957448982,1026.3931999910096,1034.1807562623617,1038.5319952133937,1045.167343113429,1041.6917899336754,1041.1227787214773,1043.355022992518,1058.6582832518638,1074.3792400485634,1084.9499216257368,1094.5095022947132,1104.4450993913667,1118.7288275569244,1130.1658229855636,1140.9554254697482,1146.8013598575665,1146.2375745710244,1153.4082319148422,1162.865871699949,1182.7846365085632,1188.306223937837,1194.7729475366964,1202.4377241561856,1215.9546004519666,1235.4815061971692,1244.4400272614866,1250.39233428358,1245.588490406167,1250.9178592797346,1249.40756894097,1259.3093823868755,1258.969360311767,1267.771846770948,1267.4958357678067,1279.027650967029,1289.559164795836,1309.8731294209215,1321.9688313947518,1322.2353191369125,Buffalo,New York,36029,Erie,42.9018,-78.8487,1004655,2446.1,shape,False,True,America/New_York,1,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280,1840000386
45,"Burlington, NC(0015500)",270,6.1,51.41,106940,2.9,29.74,36.52,51.87,64.22,68.49,61860,75960,107890,133580,142450,4.203,0.41,Burlington,NC,394428.0,260.0,"Burlington, NC",msa,NC,,,,,,,,,,,,707.2365887239272,709.6809017696678,737.274770811327,739.4312561920613,756.6318777176094,750.8771092129846,756.6193589741853,745.7341843568427,749.3683670140339,752.6865097278534,761.2195354581518,753.1974479387998,753.0976471618915,757.1053644257447,768.5651270359149,777.5070138499913,776.1088152841733,782.7491011404279,776.4149653790432,786.5618651670012,783.5102145751054,786.9555598638442,789.7556727628447,802.5552393813615,804.9698794956912,807.0671821482556,803.4672761136825,812.3508191799585,818.3289921861633,831.0854036028547,846.2685152767742,850.8021204232541,849.2484330023397,848.3233965832002,847.7339736965497,851.4187964460712,846.5007805423081,853.5527512877173,869.4366687243134,889.3151283727116,896.9405440634057,896.9240630005289,900.6783119641512,911.8491173200944,927.4927929778012,930.6814233819922,929.1519960752717,915.4057713945188,898.2888194810579,902.556435964824,907.153000090286,919.246001620876,921.5743748917586,936.685757161943,956.0813581783932,949.6156382699116,950.8786074620352,950.5417152769372,965.686296761767,961.2683409441868,978.8040809970316,1001.945387649066,1021.3353104937396,1026.8198282498513,1030.771923795918,1046.3356495773469,1067.8954092273134,1092.7388744665916,1108.047595699312,1109.7371941066815,1107.497603845701,1110.8887619690215,1122.545778398248,1124.56521370205,1157.077668177287,1169.634812571315,1195.4987754400954,1193.897476794752,1219.8937628767712,1252.0668604117282,1268.7907743451233,1270.139498299004,1267.2349913695343,1280.7516645095543,1276.3003639007986,1271.5895773184477,1245.5008922613558,1261.390169174687,1264.3837074943283,1293.3190419262698,1297.9619484147138,1319.6569036326905,1331.0894777079595,1351.5526610644256,Burlington,North Carolina,37001,Alamance,36.076,-79.4685,137096,696.3,shape,False,True,America/New_York,2,27217 27215,1840013362
46,"Burlington-South Burlington, VT(0072400)",930,11.1,48.79,101480,3.4,29.02,38.05,48.27,59.75,67.44,60370,79140,100410,124280,140280,7.888,0.76,Burlington,VT,394429.0,206.0,"Burlington, VT",msa,VT,,,,,,,,,,,,,,,,,,,,,,,,,,1651.4164083967555,1653.1057768590476,1645.8662417679152,1649.976598962466,1641.061688409116,1668.1149843878109,1684.338342775015,1694.4939212972222,1669.8240217714767,1655.148653849922,1651.3320351094517,1665.8092965736664,1692.146936935049,1705.6935957319697,1719.2549108506155,1698.8051498560526,1706.5796920564296,1686.233269459976,1695.91258010644,1706.267239290171,1720.8871375720837,1728.182958618568,1726.9925626350798,1727.149293226091,1734.393793555407,1730.2856462477562,1736.2732572232578,1735.1670441476233,1752.5139833372104,1752.7358734862526,1769.9854102327054,1776.3145018666871,1798.6571499235572,1790.6661195400957,1773.8321687819132,1758.5108382838596,1771.8288058390274,1778.5919351934683,1784.7135292640342,1786.5658714096164,1807.3484809440804,1827.7292323234976,1834.777507713752,1847.8918628553663,1858.357424587056,1872.446236960523,1848.1067588393296,1849.823650331918,1840.9849933472544,1867.638193848433,1857.0104971402911,1878.894340267697,1922.9256197155407,1978.4178542470625,2031.641206804206,2028.3521865810787,2035.6150203252985,2003.2667791039248,2020.6075452370649,2040.266405632431,2070.020694425095,2093.19480363672,2105.4318728383764,2173.0496858548413,2214.22586225692,2280.0462844372314,2296.5346029698426,2292.159432102694,2275.511146096135,2255.7634669143163,2270.4787267200827,2272.210180977359,2290.6258609113647,2300.753089366757,2331.180294696931,2347.176004446176,2376.735175460546,2383.5517846952525,2387.5237395768186,2389.3556829511467,Burlington,Vermont,50007,Chittenden,44.4876,-73.2316,115682,1598.1,shape,False,True,America/New_York,2,05405 05401 05408 05406,1840002310
